Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Aged Bourbon,,item,Food,newKey,Aged Bourbon,,Gereifter Bourbon
Cabbage Seed,,block,Food,newKey,Cabbage Seeds,,Kohlsamen
farmLifeCabbageSeedDesc,,block,Food,newKey,"Type: [c7b992]Cabbage Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Cabbage Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Cabbage Growing 1,,block,Food,newKey,Cabbage Growing 1,,Kohl (im Anbau)
CabbageGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Cabbage Plant,,block,Food,newKey,Cabbage Plant,,Kohlpflanze
CabbagePlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CabbagePlantHarvestPlayer,,block,Food,newKey,CabbagePlantHarvestPlayer,,KohlpflanzeSpielerErnte
farmLifeCabbageDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Carrot Seed,,block,Food,newKey,Carrot Seed,,Möhrensamen
farmLifeCarrotSeedDesc,,block,Food,newKey,"Type: [c7b992]Carrot Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Carrot Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Carrot Growing 1,,block,Food,newKey,Carrot Growing 1,,Möhren (im Anbau)
CarrotGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Carrot Plant,,block,Food,newKey,Carrot Plant,,Möhrenpflanze
CarrotPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CarrotPlantHarvestPlayer,,block,Food,newKey,CarrotPlantHarvestPlayer,,MohrenSpielerernte
farmLifeCarrotDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Celery Seed,,block,Food,newKey,Celery Seeds,,Selleriesamen
farmLifeCelerySeedDesc,,block,Food,newKey,"Type: [c7b992]Celery Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Celery Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Celery Growing 1,,block,Food,newKey,Celery Growing 1,,Sellerie (im Anbau)
CeleryGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Celery Plant,,block,Food,newKey,Celery Plant,,Selleriepflanze
CeleryPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CeleryPlantHarvestPlayer,,block,Food,newKey,CeleryPlantHarvestPlayer,,SellerieSpielerernte
farmLifeCeleryDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
CherryTomato Seed,,item,Food,newKey,Cherry Tomato Seed,,Cherrytomatensamen,
farmLifeCherryTomatoSeedDesc,,block,Food,newKey,"Type: [c7b992]Cherry Tomato Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Dirt\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These Cherry Tomatoes, when fully grown, can be used to create delicious meals in the kitchen!",,"Typ: [c7b992] Kirschtomatensamen [FF684F] (Farm Life Crop)\nWächstin: [c7b992]Erde\nFreigeschaltet durch: [c7b992]Samenpäckchen\nVerwendet in: [c7b992]Farm Life Recipes\n\nDiese Kirschtomaten können, wenn sie ausgewachsen sind, verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
CherryTomato Growing 1,,block,Food,newKey,CherryTomato Growing 1,,Cherrytomaten (im Anbau)
CherryTomatoGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CherryTomato Plant,,block,Food,newKey,CherryTomato Plant,,Cherrytomatenpflanze
CherryTomatoPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CherryTomatoPlantHarvestPlayer,,block,Food,newKey,CherryTomatoPlantHarvestPlayer,,CherrytomatenpflanzeSpielerernte
farmLifeCherryTomatoDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Cilantro Seed,,block,Food,newKey,Cliantro Seed,,Koriandersamen
farmLifeCilantroSeedDesc,,block,Food,newKey,"Type: [c7b992]Cilantro Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Cilantro Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Cilantro Growing 1,,block,Food,newKey,Cliantro Growing 1,,Koriander (im Anbau)
CilantroGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Cilantro Plant,,block,Food,newKey,Cilantro Plant,,Korianderpflanze
CilantroPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CilantroPlantHarvestPlayer,,block,Food,newKey,CilantroPlantHarvestPlayer,,KorrianderSpielerernte
farmLifeCilantroDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Cucumber Seed,,block,Food,newKey,Cucumber Seed,,Gurkensamen
farmLifeCucumberSeedDesc,,block,Food,newKey,"Type: [c7b992]Cucumber Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Cucumber Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Cucumber Growing 1,,block,Food,newKey,Cucumber Growing 1,,Gurke (im Anbau)
CucumberGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Cucumber Plant,,block,Food,newKey,Cucumber Plant,,Gurkenpflanze
CucumberPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CucumberPlantHarvestPlayer,,block,Food,newKey,CucumberPlantHarvestPlayer,,GurkenpflanzeSpielerernte
farmLifeCucumberDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Cumin Seed,,block,Food,newKey,Cumin Seed,,Kreuzkümmelsamen
farmLifeCuminSeedDesc,,block,Food,newKey,"Type: [c7b992]Cumin Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Cumin Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Cumin Growing 1,,block,Food,newKey,Cumin Growing 1,,Kreuzkümmel (im Anbau)
CuminGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Cumin Plant,,block,Food,newKey,Cumin Plant,,Kreuzkümmelpflanze
CuminPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
CuminPlantHarvestPlayer,,block,Food,newKey,CuminPlantHarvestPlayer,,KreuzkümmelSpielerErnte
farmLifeCuminDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Dill Seed,,block,Food,newKey,Dill Seed,,Dillsamen
farmLifeDillSeedDesc,,block,Food,newKey,"Type: [c7b992]Dill Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Dill Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Dill Growing 1,,block,Food,newKey,Dill Growing 1,,Dill (im Anbau)
DillGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Dill Plant,,block,Food,newKey,Dill Plant,,Dillpflanze
DillPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
DillPlantHarvestPlayer,,block,Food,newKey,DillPlantHarvestPlayer,,DillpflanzeSpielerernte
farmLifeDillDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Flax Seed,,block,Food,newKey,Falx Seed,,Flachssamen
farmLifeFlaxSeedDesc,,block,Food,newKey,"Type: [c7b992]Flax Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Flax Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Flax Growing 1,,block,Food,newKey,Falx Growing 1,,Flachs (im Anbau)
FlaxGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Flax Plant,,block,Food,newKey,Flax Plant,,Flachspflanze
FlaxPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
FlaxPlantHarvestPlayer,,block,Food,newKey,FlaxPlantHarvestPlayer,,FlachspflanzeSpielerernte
farmLifeFlaxDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
FloralHops Seed,,item,Food,newKey,Floral Hops Seed,,Hopfenblumensamen,
farmLifeFloralHopsSeedDesc,,block,Food,newKey,"Type: [c7b992]Floral Hops Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Floral Hops Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
FloralHops Growing 1,,block,Food,newKey,Floral Hops Growing 1,,Blumenhopfen (im Anbau)
FloralHopsGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
FloralHops Plant,,block,Food,newKey,FloralHops Plant,,Blumenhopfenpflanze
FloralHopsPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
FloralHopsPlantHarvestPlayer,,block,Food,newKey,FloralHopsPlantHarvestPlayer,,BlumenhopfenSpielerernte
farmLifeFloralHopsDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Garlic Seed,,block,Food,newKey,Garlic Seed,,Knoblauchsamen
farmLifeGarlicSeedDesc,,block,Food,newKey,"Type: [c7b992]Garlic Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Garlic Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Garlic Growing 1,,block,Food,newKey,Garlic Growing 1,,Knoblauch (im Anbau)
GarlicGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
